altitude_mean_meters,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Variety,Processing.Method,Color,Total.Cup.Points
1600.0,0.12,0,3,0.0,Other,Washed / Wet,Green,82.08
,0.11,1,0,0.0,,Washed / Wet,Green,82.08
13.0,0.11,0,2,0.0,Caturra,Washed / Wet,Green,82.08
,0.11,0,0,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,82.08
1300.0,0.13,0,7,0.0,Typica,Washed / Wet,Green,82.08
1800.0,0.13,3,13,0.0,Typica,Washed / Wet,Green,82.08
1250.0,0.11,0,11,0.0,Typica,Washed / Wet,Green,82.08
1040.0,0.12,0,2,0.0,Other,Natural / Dry,Green,82.08
1250.0,0.11,0,1,0.0,Typica,Washed / Wet,Green,82.08
,0.1,0,2,0.0,Hawaiian Kona,Washed / Wet,Green,82.08
1600.0,0.08,1,5,0.0,,,,82.08
1600.0,0.12,0,1,0.0,Caturra,Washed / Wet,Green,82.0
1600.0,0.1,0,7,1.0,Caturra,Natural / Dry,Green,82.0
944.0,0.11,0,3,2.0,Bourbon,Natural / Dry,Green,82.0
1650.0,0.13,0,20,0.0,Other,Washed / Wet,Green,82.0
1250.0,0.12,0,0,0.0,Other,Washed / Wet,Blue-Green,82.0
1350.0,0.12,0,3,0.0,Other,Washed / Wet,Green,82.0
2500.0,0.13,0,1,0.0,Gesha,Washed / Wet,Bluish-Green,82.0
600.0,0.09,0,0,0.0,Typica,Washed / Wet,Green,82.0
800.0,0.11,0,0,0.0,,Washed / Wet,Green,82.0
1300.0,0.1,0,4,0.0,Catuai,Washed / Wet,Green,82.0
1400.0,0.11,0,5,0.0,Caturra,Washed / Wet,Green,82.0
1900.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,82.0
650.0,0.12,0,0,0.0,Typica,Washed / Wet,Bluish-Green,82.0
1038.5,0.11,0,0,0.0,Mundo Novo,Natural / Dry,Blue-Green,82.0
940.0,0.12,0,1,0.0,Typica,Washed / Wet,Green,82.0
1000.0,0.12,0,1,0.0,Mundo Novo,Natural / Dry,Green,82.0
1050.0,0.11,0,1,0.0,Catuai,Semi-washed / Semi-pulped,Blue-Green,82.0
,0.11,0,3,0.0,Bourbon,Natural / Dry,Green,82.0
950.0,0.12,0,2,0.0,Mundo Novo,Semi-washed / Semi-pulped,Green,82.0
427.353984,0.0,0,10,0.0,Bourbon,Washed / Wet,Green,82.0
1775.0,0.07,0,2,0.0,Caturra,,,82.0
1901.0,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,81.92
371.61216,0.11,0,0,2.0,Bourbon,Washed / Wet,Green,81.92
1400.0,0.12,0,1,0.0,Caturra,Washed / Wet,Green,81.92
1020.0,0.11,0,4,0.0,Catuai,Natural / Dry,Green,81.92
1250.0,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,81.92
1550.0,0.11,0,7,0.0,Catuai,Washed / Wet,Green,81.92
1877.0,0.12,0,4,0.0,Other,Washed / Wet,Green,81.92
,0.12,3,4,0.0,,Washed / Wet,Green,81.92
1250.0,0.0,1,3,0.0,SL28,Washed / Wet,,81.92
,0.11,0,0,0.0,,Washed / Wet,Green,81.92
1000.0,0.11,0,0,0.0,Typica,Other,Green,81.92
1300.0,0.12,0,6,0.0,Bourbon,Washed / Wet,Green,81.92
981.0,0.13,2,7,0.0,Typica,Semi-washed / Semi-pulped,,81.92
690.0,0.14,2,8,0.0,Mundo Novo,Washed / Wet,,81.92
1650.0,0.12,0,4,0.0,Other,Washed / Wet,Green,81.92
1000.0,0.12,0,0,0.0,Bourbon,Washed / Wet,Green,81.92
1100.0,0.12,0,3,0.0,Mundo Novo,Natural / Dry,Green,81.92
1600.0,0.09,0,1,0.0,,,,81.92
48.12377472000001,0.1,1,1,0.0,Bourbon,Washed / Wet,Green,81.83
1900.0,0.0,1,4,0.0,Catuai,Pulped natural / honey,Green,81.83
973.0,0.11,0,3,1.0,Mundo Novo,Natural / Dry,Green,81.83
1250.0,0.11,0,0,1.0,Other,Other,Green,81.83
1.0,0.0,0,1,0.0,Yellow Bourbon,Natural / Dry,Green,81.83
1.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,81.83
1425.0,0.11,0,7,0.0,Catuai,Washed / Wet,Green,81.83
1400.0,0.12,0,1,0.0,Catuai,Washed / Wet,Green,81.83
1300.0,0.09,0,0,0.0,Caturra,Washed / Wet,Green,81.83
700.0,0.0,0,0,0.0,Typica,Washed / Wet,Green,81.83
1300.0,0.11,2,6,0.0,Typica,Other,,81.83
1556.0,0.13,0,0,0.0,Gesha,Washed / Wet,Green,81.83
1100.0,0.11,0,0,0.0,Bourbon,Natural / Dry,Green,81.83
1350.0,0.1,0,4,0.0,Caturra,Natural / Dry,Green,81.83
1550.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,81.83
1775.0,0.0,2,0,0.0,Caturra,Washed / Wet,Bluish-Green,81.83
,0.0,1,1,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,81.83
1250.0,0.12,0,0,0.0,Bourbon,Semi-washed / Semi-pulped,Bluish-Green,81.83
399.48307200000005,0.11,0,1,0.0,Bourbon,Washed / Wet,Green,81.83
1500.0,0.12,0,2,0.0,Bourbon,Washed / Wet,Green,81.83
1250.0,0.12,0,10,0.0,Typica,Semi-washed / Semi-pulped,Green,81.83
925.0,0.02,0,2,0.0,Mundo Novo,,,81.83
1700.0,0.05,0,0,0.0,,,,81.83
,0.02,3,12,0.0,,,,81.83
1700.0,0.11,0,1,1.0,Bourbon,Washed / Wet,Green,81.75
1040.0,0.12,0,0,0.0,Caturra,Washed / Wet,Bluish-Green,81.75
1600.0,0.12,0,4,0.0,Other,Washed / Wet,Bluish-Green,81.75
,0.1,0,1,0.0,,Natural / Dry,Bluish-Green,81.75
774.0,0.13,2,9,0.0,Bourbon,Washed / Wet,,81.75
1250.0,0.13,0,23,0.0,Mundo Novo,Washed / Wet,Green,81.75
1100.0,0.11,0,1,0.0,Typica,Washed / Wet,Green,81.75
1550.0,0.12,10,14,0.0,Caturra,Washed / Wet,Green,81.75
1650.0,0.12,0,1,0.0,Typica,Washed / Wet,,81.75
1750.0,0.0,0,1,0.0,Caturra,Washed / Wet,Green,81.75
1775.0,0.08,0,0,0.0,,,,81.75
890.0,0.11,0,5,0.0,Bourbon,Natural / Dry,Green,81.67
1700.0,0.1,0,1,0.0,Bourbon,Washed / Wet,Green,81.67
371.61216,0.12,0,3,1.0,Bourbon,Washed / Wet,Green,81.67
1450.0,0.11,0,2,0.0,Catuai,Washed / Wet,Blue-Green,81.67
1800.0,0.0,0,1,0.0,,,Green,81.67
,0.1,0,1,0.0,,,Green,81.67
,0.0,0,1,1.0,,,,81.67
1.0,0.0,0,0,0.0,Yellow Bourbon,Natural / Dry,Green,81.67
1500.0,0.12,0,0,0.0,Other,Washed / Wet,Green,81.67
1700.0,0.12,0,7,0.0,Other,Washed / Wet,Green,81.67
1260.0,0.1,0,2,0.0,Bourbon,Washed / Wet,Green,81.67
,0.11,0,0,0.0,Sumatra,Semi-washed / Semi-pulped,Bluish-Green,81.67
1400.0,0.1,0,5,0.0,Caturra,Natural / Dry,Green,81.67
1850.0,0.11,0,3,0.0,Caturra,Washed / Wet,Green,81.67
,0.0,0,4,0.0,,Washed / Wet,Green,81.67
150.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,81.67
750.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,81.67
1400.0,0.12,0,6,0.0,Typica,Washed / Wet,Green,81.67
534.19248,0.11,0,4,0.0,Bourbon,Washed / Wet,Green,81.67
1650.0,0.13,1,13,0.0,Typica,Washed / Wet,Green,81.67
1400.0,0.11,0,4,0.0,Bourbon,Washed / Wet,Green,81.67
1200.0,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,81.67
1400.0,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,81.67
940.0,0.11,0,4,0.0,Caturra,Semi-washed / Semi-pulped,Green,81.67
,0.1,1,1,0.0,Hawaiian Kona,Washed / Wet,Green,81.67
1200.0,0.11,0,3,1.0,Catimor,Washed / Wet,Blue-Green,81.58
800.0,0.1,0,0,0.0,Typica,Washed / Wet,Blue-Green,81.58
13.0,0.12,0,1,0.0,Caturra,Washed / Wet,Green,81.58
1800.0,0.12,0,5,0.0,Other,Washed / Wet,Green,81.58
1100.0,0.13,0,0,0.0,Gesha,Washed / Wet,Green,81.58
850.0,0.0,0,0,0.0,Typica,Semi-washed / Semi-pulped,,81.58
1260.0,0.12,0,3,0.0,Yellow Bourbon,Washed / Wet,Blue-Green,81.58
399.48307200000005,0.12,0,1,0.0,Bourbon,Washed / Wet,Green,81.58
1400.0,0.12,0,9,0.0,Typica,Washed / Wet,Green,81.58
1600.0,0.11,0,0,0.0,Marigojipe,Natural / Dry,,81.58
1650.0,0.11,0,2,0.0,Typica,Natural / Dry,,81.58
457.17585984000004,0.01,0,0,0.0,,,,81.58
,0.2,0,0,0.0,,,,81.58
487.74096000000003,0.0,0,1,0.0,,,,81.58
371.61216,0.1,0,0,0.0,Bourbon,Washed / Wet,Green,81.5
1100.0,0.11,0,3,0.0,Caturra,Other,Green,81.5
1400.0,0.1,0,5,0.0,Caturra,Washed / Wet,Green,81.5
,0.12,0,0,0.0,Bourbon,,Green,81.5
180.0,0.12,0,2,0.0,Typica,Natural / Dry,Green,81.5
371.61216,0.0,0,4,0.0,Catuai,Washed / Wet,Green,81.5
1200.0,0.12,1,2,0.0,Caturra,Washed / Wet,Green,81.5
1599.0,0.12,0,0,0.0,Gesha,Washed / Wet,Green,81.5
371.61216,0.12,0,0,0.0,Other,Washed / Wet,Green,81.5
900.0,0.11,0,0,0.0,Typica,Washed / Wet,Blue-Green,81.5
1200.0,0.0,1,1,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,Green,81.5
825.0,0.11,0,0,0.0,Blue Mountain,Washed / Wet,Bluish-Green,81.5
600.0,0.11,0,0,0.0,Typica,Other,Green,81.5
1150.0,0.13,0,2,0.0,Typica,Washed / Wet,Green,81.5
1600.0,0.12,0,5,0.0,Typica,Washed / Wet,Green,81.5
1100.0,0.12,0,10,0.0,Catuai,Washed / Wet,Green,81.5
1000.0,0.11,0,6,0.0,Typica,Semi-washed / Semi-pulped,Green,81.5
1250.0,0.13,0,5,0.0,Bourbon,Washed / Wet,Green,81.5
1100.0,0.11,0,3,0.0,Typica,Natural / Dry,Green,81.5
1400.0,0.12,0,0,0.0,Other,Washed / Wet,Green,81.5
125.0,0.12,0,2,0.0,Bourbon,Semi-washed / Semi-pulped,Blue-Green,81.5
,0.11,0,1,0.0,Bourbon,Washed / Wet,Green,81.5
1450.0,0.06,1,0,0.0,,,,81.5
,0.0,0,17,0.0,,,,81.5
1100.0,0.12,1,17,5.0,Mundo Novo,Washed / Wet,Green,81.42
418.06368,0.1,0,0,0.0,Catuai,Washed / Wet,Green,81.42
1100.0,0.11,0,2,0.0,Catuai,Natural / Dry,Green,81.42
1400.0,0.12,0,1,0.0,Catuai,Washed / Wet,Green,81.42
110.0,0.12,0,0,0.0,Typica,Washed / Wet,Green,81.42
1422.0,0.12,0,0,0.0,Gesha,Washed / Wet,Bluish-Green,81.42
1100.0,0.0,0,0,0.0,Bourbon,Natural / Dry,Green,81.42
1550.0,0.1,0,6,0.0,Bourbon,Washed / Wet,Green,81.42
1550.0,0.0,1,1,0.0,Typica,Washed / Wet,Green,81.42
,0.1,1,5,0.0,,Washed / Wet,Bluish-Green,81.42
399.48307200000005,0.12,0,4,0.0,Bourbon,Washed / Wet,Green,81.42
763.0,0.13,1,8,0.0,Caturra,Washed / Wet,,81.42
1100.0,0.13,0,1,0.0,Typica,Washed / Wet,,81.42
1750.0,0.11,0,0,0.0,Caturra,Natural / Dry,Green,81.42
1880.0,0.16,0,2,0.0,,,,81.42
,0.01,0,10,0.0,Peaberry,,,81.42
,0.0,0,0,0.0,Caturra,Washed / Wet,,81.33
1500.0,0.11,0,3,2.0,Caturra,Washed / Wet,Bluish-Green,81.33
1130.0,0.12,0,0,2.0,,,Green,81.33
1100.0,0.11,0,14,0.0,Catuai,Natural / Dry,Green,81.33
1350.0,0.09,0,4,0.0,Catuai,Washed / Wet,Green,81.33
1200.0,0.12,0,6,0.0,Yellow Bourbon,Other,Green,81.33
1400.0,0.14,0,3,0.0,Other,Washed / Wet,Green,81.33
1200.0,0.13,0,1,0.0,Gesha,Washed / Wet,Green,81.33
1450.0,0.12,0,3,0.0,Catuai,Washed / Wet,Green,81.33
1800.0,0.13,4,13,0.0,Typica,Washed / Wet,Green,81.33
1000.0,0.12,0,4,0.0,Typica,Washed / Wet,,81.33
1100.0,0.11,0,0,0.0,Catuai,Natural / Dry,Green,81.33
680.0,0.12,0,0,0.0,Typica,Natural / Dry,Green,81.25
1.0,0.0,0,1,0.0,Yellow Bourbon,Natural / Dry,Green,81.25
1100.0,0.1,0,4,0.0,Catuai,Washed / Wet,Green,81.25
1400.0,0.12,0,1,0.0,Catuai,Washed / Wet,Green,81.25
1700.0,0.09,0,2,0.0,Pacamara,Washed / Wet,Bluish-Green,81.25
1700.0,0.13,0,5,0.0,Other,Washed / Wet,Green,81.25
650.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,81.25
464.51520000000005,0.11,0,4,0.0,Caturra,Washed / Wet,Green,81.25
1500.0,0.12,0,1,0.0,Typica,Washed / Wet,Green,81.25
1200.0,0.09,0,7,0.0,,Washed / Wet,Green,81.17
1050.0,0.12,0,2,0.0,Bourbon,Washed / Wet,Green,81.17
1200.0,0.12,0,10,0.0,Caturra,Washed / Wet,Green,81.17
1300.0,0.11,0,0,0.0,Caturra,Washed / Wet,Bluish-Green,81.17
1450.0,0.13,0,1,0.0,Catuai,Natural / Dry,Green,81.17
1450.0,0.12,0,0,0.0,Caturra,Washed / Wet,Blue-Green,81.17
1200.0,0.0,0,4,0.0,Typica,Natural / Dry,,81.17
1550.0,0.12,0,2,0.0,Bourbon,Washed / Wet,Bluish-Green,81.17
995.0,0.12,0,12,0.0,Caturra,Washed / Wet,Green,81.17
1300.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,81.17
,0.11,0,3,0.0,Catuai,Natural / Dry,Green,81.17
1800.0,0.13,3,7,0.0,Typica,Natural / Dry,Green,81.17
1450.0,0.12,0,4,0.0,Caturra,Washed / Wet,Green,81.17
1000.0,0.12,0,1,0.0,Mundo Novo,Natural / Dry,Green,81.17
,0.04,3,0,0.0,,,,81.17
,0.11,0,1,0.0,,Natural / Dry,,81.08
695.0,0.11,5,8,0.0,Mundo Novo,Natural / Dry,Green,81.08
1100.0,0.11,0,1,0.0,Other,Washed / Wet,,81.08
520.2570240000001,0.0,0,0,0.0,Pache Comun,Natural / Dry,,81.08
1456.0,0.13,0,2,0.0,Other,Washed / Wet,Green,81.08
1500.0,0.13,0,0,0.0,Caturra,Washed / Wet,Green,81.08
260.12851200000006,0.0,0,0,0.0,Other,Washed / Wet,Green,81.08
1650.0,0.13,5,16,0.0,Typica,Washed / Wet,,81.08
1300.0,0.12,0,2,0.0,Typica,Washed / Wet,Green,81.08
1642.0,0.11,0,5,0.0,Typica,Washed / Wet,Green,81.08
1200.0,0.1,0,1,0.0,Typica,Washed / Wet,Green,81.08
,0.06,0,0,0.0,Hawaiian Kona,Washed / Wet,Blue-Green,81.08
,0.11,0,9,6.0,Bourbon,Pulped natural / honey,Green,81.0
1450.0,0.0,0,6,2.0,Bourbon,Washed / Wet,Green,81.0
,0.11,0,3,2.0,Yellow Bourbon,Pulped natural / honey,Bluish-Green,81.0
1600.0,0.0,0,4,4.0,Caturra,Washed / Wet,Green,81.0
371.61216,0.11,0,1,0.0,Bourbon,Washed / Wet,Green,81.0
758.0,0.12,0,0,0.0,Typica,Washed / Wet,Bluish-Green,81.0
1350.0,0.12,0,1,0.0,Caturra,Natural / Dry,Green,81.0
,0.12,0,0,0.0,Mundo Novo,Natural / Dry,Green,81.0
1525.0,0.12,0,5,0.0,Other,Washed / Wet,Green,81.0
1700.0,0.12,0,3,0.0,SL14,Natural / Dry,Green,81.0
1100.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,81.0
800.0,0.0,0,3,0.0,,Washed / Wet,Green,81.0
950.0,0.12,0,12,0.0,Other,Washed / Wet,Green,81.0
1100.0,0.0,0,8,0.0,Typica,Washed / Wet,Green,81.0
200.0,0.0,0,0,0.0,Other,Washed / Wet,Blue-Green,80.92
1901.0,0.1,0,2,0.0,Bourbon,Washed / Wet,Green,80.92
1600.0,0.11,0,3,0.0,SL28,Washed / Wet,Green,80.92
1100.0,0.11,0,11,0.0,Bourbon,Washed / Wet,Green,80.92
325.16064,0.0,0,5,0.0,Other,Other,,80.92
,0.1,2,5,0.0,Hawaiian Kona,Natural / Dry,Bluish-Green,80.92
1700.0,0.12,0,0,0.0,Other,Washed / Wet,Green,80.92
1200.0,0.12,0,8,0.0,Yellow Bourbon,Natural / Dry,Green,80.92
550.0,0.09,0,0,0.0,Typica,Washed / Wet,Green,80.92
1100.0,0.1,0,0,0.0,Bourbon,Natural / Dry,,80.92
1050.0,0.1,1,3,0.0,Caturra,Washed / Wet,Green,80.92
464.51520000000005,0.12,2,5,0.0,Pacas,Washed / Wet,Green,80.92
900.0,0.11,0,0,0.0,Typica,Washed / Wet,,80.92
688.0,0.11,0,0,0.0,Typica,Other,Green,80.92
300.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,80.92
1186.0,0.13,0,12,0.0,Typica,Washed / Wet,Green,80.92
,0.0,0,0,0.0,Peaberry,,,80.92
1300.0,0.0,0,0,0.0,Catimor,Washed / Wet,Green,80.83
1200.0,0.11,0,1,0.0,Caturra,Washed / Wet,Green,80.83
1210.0,0.13,0,7,0.0,Catuai,Semi-washed / Semi-pulped,Green,80.83
1100.0,0.11,0,3,0.0,Typica,Washed / Wet,Green,80.83
100.0,0.13,0,1,0.0,Bourbon,Washed / Wet,Green,80.83
,0.1,2,0,0.0,Hawaiian Kona,Washed / Wet,Blue-Green,80.83
1800.0,0.01,0,1,0.0,,,,80.83
,0.0,0,1,0.0,,Natural / Dry,Green,80.75
520.2570240000001,0.12,0,1,0.0,Caturra,Washed / Wet,Green,80.75
1450.0,0.11,0,2,0.0,Caturra,Natural / Dry,Green,80.75
1680.0,0.11,1,4,0.0,Caturra,Other,Green,80.75
1350.0,0.09,0,2,0.0,Catuai,Washed / Wet,Green,80.75
1450.0,0.13,0,1,0.0,Catuai,Natural / Dry,Green,80.75
1300.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,80.75
1200.0,0.11,0,2,0.0,Typica,Washed / Wet,Green,80.75
1000.0,0.12,0,0,0.0,Typica,Washed / Wet,Green,80.75
,0.13,0,6,0.0,Arusha,Natural / Dry,Bluish-Green,80.75
,0.0,0,1,0.0,Typica,Other,Green,80.67
1350.0,0.13,0,1,0.0,Mandheling,Semi-washed / Semi-pulped,Blue-Green,80.67
1500.0,0.11,0,0,0.0,Bourbon,Washed / Wet,Green,80.67
185.0,0.11,0,4,0.0,Caturra,Washed / Wet,Blue-Green,80.67
995.0,0.12,0,1,0.0,Caturra,Washed / Wet,Bluish-Green,80.67
1200.0,0.12,0,4,0.0,Typica,Washed / Wet,Green,80.67
1550.0,0.0,0,1,0.0,Caturra,Natural / Dry,,80.67
1550.0,0.12,0,5,0.0,Bourbon,Washed / Wet,Green,80.67
,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,80.67
,0.11,0,3,0.0,Bourbon,Washed / Wet,Green,80.67
,0.18,0,2,0.0,,,,80.67
,0.11,0,7,0.0,,,Green,80.58
,0.11,0,0,1.0,,,Green,80.58
1400.0,0.12,0,1,0.0,Other,Washed / Wet,Bluish-Green,80.58
1200.0,0.0,0,3,0.0,Bourbon,Semi-washed / Semi-pulped,Green,80.58
1400.0,0.11,0,5,0.0,Caturra,Washed / Wet,Green,80.58
421.7798016,0.11,0,5,0.0,Bourbon,Natural / Dry,Green,80.58
,0.0,0,0,0.0,,,,80.58
,0.0,0,2,0.0,,,,80.58
50.0,0.0,0,0,0.0,Other,Natural / Dry,Blue-Green,80.5
1500.0,0.1,0,4,0.0,Caturra,Washed / Wet,Green,80.5
1650.0,0.11,0,5,0.0,Catuai,Washed / Wet,Green,80.5
280.0,0.12,0,0,0.0,,,Green,80.5
1250.0,0.11,0,3,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,Green,80.5
371.61216,0.11,0,3,0.0,Other,Washed / Wet,Green,80.5
1250.0,0.1,0,10,0.0,Yellow Bourbon,Semi-washed / Semi-pulped,,80.5
,0.11,1,0,0.0,Hawaiian Kona,Natural / Dry,Green,80.5
566.7085440000001,0.12,1,1,0.0,Bourbon,Washed / Wet,Green,80.5
1450.0,0.15,0,1,0.0,Typica,Washed / Wet,,80.5
1450.0,0.1,0,0,0.0,,,Green,80.42
600.0,0.14,0,0,0.0,Typica,Washed / Wet,Green,80.42
1450.0,0.0,0,1,0.0,Bourbon,Washed / Wet,Green,80.42
1700.0,0.17,0,14,0.0,Other,Washed / Wet,Green,80.42
600.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,80.42
1050.0,0.1,2,4,0.0,Typica,Washed / Wet,Green,80.42
1550.0,0.12,4,16,0.0,Caturra,Washed / Wet,Green,80.42
1700.0,0.12,0,0,0.0,,,Green,80.33
1700.0,0.13,0,5,0.0,Bourbon,Washed / Wet,Green,80.33
,0.12,0,5,0.0,Other,Washed / Wet,Bluish-Green,80.33
600.0,0.11,0,0,0.0,Yellow Bourbon,Other,Green,80.33
399.48307200000005,0.11,1,4,0.0,Bourbon,Washed / Wet,Green,80.33
940.0,0.11,0,21,0.0,Typica,Semi-washed / Semi-pulped,Green,80.33
,0.12,5,7,0.0,Hawaiian Kona,Washed / Wet,Green,80.33
,0.1,0,1,0.0,,,,80.33
995.0,0.11,0,1,1.0,Catuai,Natural / Dry,Green,80.25
1400.0,0.1,0,4,0.0,Caturra,Natural / Dry,Green,80.25
1600.0,0.1,0,2,0.0,Caturra,Washed / Wet,Green,80.25
278.70912,0.11,1,26,0.0,Other,Natural / Dry,Green,80.25
900.0,0.11,0,2,0.0,Caturra,Washed / Wet,Green,80.25
,0.12,4,13,0.0,Hawaiian Kona,Natural / Dry,Green,80.25
,0.1,0,0,0.0,Typica,Washed / Wet,Green,80.25
700.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,80.25
1400.0,0.11,1,12,0.0,Caturra,Washed / Wet,Green,80.25
808.0,0.11,2,8,0.0,Caturra,Washed / Wet,,80.25
1550.0,0.0,0,2,0.0,Catimor,Other,,80.17
1187.5,0.11,0,2,0.0,Caturra,Washed / Wet,,80.17
1400.0,0.11,0,0,0.0,Catuai,Washed / Wet,Green,80.17
399.48307200000005,0.11,0,2,0.0,Bourbon,Washed / Wet,Green,80.17
1250.0,0.11,0,2,0.0,Typica,Washed / Wet,Green,80.17
1550.0,0.14,1,2,0.0,Typica,Washed / Wet,Green,80.17
1000.0,0.12,0,12,0.0,Bourbon,Washed / Wet,Green,80.17
399.48307200000005,0.11,0,5,0.0,Bourbon,Washed / Wet,Green,80.17
,0.05,12,1,0.0,,,,80.17
1100.0,0.11,0,5,0.0,Bourbon,Pulped natural / honey,Green,80.08
850.0,0.07,0,0,0.0,Typica,Washed / Wet,Green,80.08
,0.1,0,4,0.0,,Natural / Dry,Green,80.08
200.0,0.11,0,0,0.0,Typica,Other,Green,80.08
150.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,80.08
250.0,0.11,0,0,0.0,Typica,Semi-washed / Semi-pulped,Green,80.08
1300.0,0.15,0,0,0.0,Typica,Washed / Wet,,80.08
1300.0,0.14,1,17,0.0,Typica,Washed / Wet,Green,80.08
1250.0,0.1,0,5,0.0,Caturra,Washed / Wet,Green,80.0
1400.0,0.0,0,2,0.0,Typica,Washed / Wet,Green,80.0
250.0,0.11,0,0,0.0,Typica,Washed / Wet,Green,80.0
800.0,0.0,0,0,0.0,,Washed / Wet,Green,80.0
1250.0,0.12,0,9,0.0,Typica,Washed / Wet,Green,80.0
1100.0,0.11,0,12,0.0,Other,Washed / Wet,Green,80.0
,0.05,0,2,0.0,,,,80.0
,0.0,0,1,0.0,,Washed / Wet,Green,79.92
,0.11,1,3,0.0,Hawaiian Kona,Natural / Dry,Green,79.92
1300.0,0.12,0,4,0.0,Bourbon,Washed / Wet,Green,79.92
1100.0,0.12,1,7,0.0,Other,Washed / Wet,Green,79.92
1100.0,0.0,0,0,0.0,Bourbon,Washed / Wet,,79.92
1100.0,0.11,0,3,0.0,Catuai,Washed / Wet,Green,79.92
1250.0,0.12,0,6,0.0,Typica,Natural / Dry,Green,79.92
1250.0,0.11,0,0,0.0,Mundo Novo,Washed / Wet,Green,79.92
,0.05,3,0,0.0,,,,79.92
1500.0,0.11,0,5,1.0,SL34,Washed / Wet,,79.83
1700.0,0.1,0,2,0.0,Bourbon,Washed / Wet,Green,79.83
1250.0,0.11,0,0,0.0,Caturra,Washed / Wet,Green,79.83
1300.0,0.12,0,3,0.0,Typica,Washed / Wet,Green,79.83
,0.12,7,10,0.0,Hawaiian Kona,Natural / Dry,Blue-Green,79.83
1000.0,0.0,0,0,0.0,Typica,Natural / Dry,,79.75
600.0,0.1,0,0,0.0,Typica,Washed / Wet,Blue-Green,79.75
800.0,0.12,0,0,0.0,,Washed / Wet,Green,79.75
,0.12,1,2,0.0,,Washed / Wet,Green,79.75
1100.0,0.1,0,4,0.0,Catuai,Washed / Wet,Bluish-Green,79.75
1400.0,0.12,0,4,0.0,Typica,Washed / Wet,Green,79.75
1022.0,0.13,0,4,0.0,Bourbon,Washed / Wet,Green,79.75
1300.0,0.12,0,5,0.0,Bourbon,Washed / Wet,Green,79.75
1450.0,0.14,0,0,0.0,Bourbon,Washed / Wet,,79.75
1050.0,0.1,1,22,0.0,Typica,Washed / Wet,Green,79.75
,0.0,0,4,0.0,Bourbon,Washed / Wet,Green,79.75
1100.0,0.12,0,7,0.0,Typica,Washed / Wet,,79.75
371.61216,0.1,0,1,2.0,Bourbon,Washed / Wet,Green,79.67
1250.0,0.0,0,12,0.0,Bourbon,Washed / Wet,Bluish-Green,79.67
800.0,0.12,0,0,0.0,,Washed / Wet,Blue-Green,79.67
399.48307200000005,0.11,0,6,0.0,Bourbon,Washed / Wet,Green,79.67
1400.0,0.12,0,6,0.0,Typica,Washed / Wet,Green,79.67
975.0,0.13,5,6,0.0,Caturra,Washed / Wet,,79.67
1264.0,0.0,0,9,0.0,Mundo Novo,Washed / Wet,,79.67
,0.0,1,0,0.0,Peaberry,,,79.67
1250.0,0.12,0,11,0.0,Typica,Washed / Wet,,79.58
1550.0,0.13,0,5,0.0,Caturra,Washed / Wet,Green,79.58
1800.0,0.1,0,4,0.0,,,,79.58
404.12822400000005,0.17,1,19,0.0,,,,79.58
1050.0,0.12,0,6,0.0,Caturra,Natural / Dry,Green,79.5
700.0,0.0,0,1,0.0,Typica,Natural / Dry,,79.5
1550.0,0.0,0,2,0.0,Caturra,Washed / Wet,Green,79.5
1550.0,0.12,1,20,0.0,Caturra,Washed / Wet,Green,79.5
1100.0,0.12,0,5,0.0,Typica,Washed / Wet,Bluish-Green,79.5
371.61216,0.1,0,2,0.0,Bourbon,Washed / Wet,Green,79.42
371.61216,0.1,1,4,0.0,Other,Washed / Wet,Green,79.42
800.0,0.13,0,30,0.0,Typica,Washed / Wet,Green,79.42
200.0,0.13,1,2,0.0,,Washed / Wet,Bluish-Green,79.33
1200.0,0.0,0,3,0.0,Caturra,Washed / Wet,Green,79.33
950.0,0.14,0,23,0.0,Typica,Washed / Wet,,79.33
750.0,0.14,0,19,0.0,Typica,Washed / Wet,Green,79.33
